trading_symbol,instrument_key,instrument_type,name,exchange
TECHNOE,NSE_EQ|INE285K01026,EQ,TECHNO ELEC & ENG CO. LTD,NSE
TRIVENI,NSE_EQ|INE256C01024,EQ,TRIVENI ENGG. & INDS. LTD,NSE
SYSTMTXC,NSE_EQ|INE356B01024,EQ,SYSTEMATIX CORP SERVICE L,NSE
STARTECK,NSE_EQ|INE992I01013,EQ,STARTECK FINANCE LIMITED,NSE
PARACABLES,BSE_EQ|INE074B01023,B,PARAMOUNT COMMUNICATIONS LTD.,BSE
KKCL,BSE_EQ|INE401H01017,B,KEWAL KIRAN CLOTHING LTD.,BSE
WESTLIFE,NSE_EQ|INE274F01020,EQ,WESTLIFE FOODWORLD LTD,NSE
RTNINDIA,BSE_EQ|INE834M01019,B,RATTANINDIA ENTERPRISES LIMITE,BSE
VRFILMS,BSE_EQ|INE06LG01010,T,V R FILMS & STUDIOS LIMITED,BSE
BEDMUTHA,NSE_EQ|INE844K01012,EQ,BEDMUTHA INDUST LTD,NSE
PUNJCOMMU,BSE_EQ|INE609A01010,B,PUNJAB COMMUNICATIONS LTD.,BSE
LAURUSLABS,NSE_EQ|INE947Q01028,EQ,LAURUS LABS LIMITED,NSE
ENDURANCE,NSE_EQ|INE913H01037,EQ,ENDURANCE TECHNO. LTD.,NSE
MOIL,NSE_EQ|INE490G01020,EQ,MOIL LIMITED,NSE
AGI,BSE_EQ|INE415A01038,A,AGI GREENPAC LIMITED,BSE
BAJAJFINSV,NSE_EQ|INE918I01026,EQ,BAJAJ FINSERV LTD.,NSE
PREMIERENE,BSE_EQ|INE0BS701011,A,Premier Energies Limited,BSE
SHANTI,NSE_EQ|INE933X01016,EQ,SHANTI OVERSEAS INDIA LTD,NSE
RETAIL,BSE_EQ|INE03DD01011,B,JHS SVENDGAARD RETAIL VENTURES,BSE
JIOFIN,NSE_EQ|INE758E01017,EQ,JIO FIN SERVICES LTD,NSE
AJAXENGG,BSE_EQ|INE274Y01021,B,AJAX Engineering Limited,BSE
DRREDDY,NSE_EQ|INE089A01031,EQ,DR. REDDY S LABORATORIES,NSE
MEDIASSIST,NSE_EQ|INE456Z01021,EQ,MEDI ASSIST HEALTH SER L,NSE
ROLLT,NSE_EQ|INE927A01040,EQ,ROLLATAINERS LIMITED,NSE
MIRZAINT,NSE_EQ|INE771A01026,EQ,MIRZA INTERNATIONAL LIMIT,NSE
KREBSBIO,BSE_EQ|INE268B01013,B,KREBS BIOCHEMICALS & INDUSTRIE,BSE
ZENTEC,NSE_EQ|INE251B01027,EQ,ZEN TECHNOLOGIES LIMITED,NSE
PENINLAND,NSE_EQ|INE138A01028,EQ,PENINSULA LAND LIMITED,NSE
SRM,BSE_EQ|INE0R6Z01013,B,SRM CONTRACTORS LIMITED,BSE
CUB,BSE_EQ|INE491A01021,A,CITY UNION BANK LTD.,BSE
REDINGTON,BSE_EQ|INE891D01026,A,Redington Limited,BSE
NAGREEKEXP,BSE_EQ|INE123B01028,B,NAGREEKA EXPORTS LTD.,BSE
KAMDHENU,NSE_EQ|INE390H01020,EQ,KAMDHENU LIMITED,NSE
GPIL,BSE_EQ|INE177H01039,A,GODAWARI POWER & ISPAT LTD.,BSE
GOYALALUM,NSE_EQ|INE705X01026,EQ,GOYAL ALUMINIUMS LIMITED,NSE
ORICONENT,BSE_EQ|INE730A01022,B,ORICON ENTERPRISES LTD.,BSE
POLYPLEX,NSE_EQ|INE633B01018,EQ,POLYPLEX CORPORATION LTD,NSE
LYPSAGEMS,BSE_EQ|INE142K01011,B,LYPSA GEMS & JEWELLERY LTD,BSE
NGIL,BSE_EQ|INE236Y01012,B,NAKODA GROUP OF INDUSTRIES LIM,BSE
STARHEALTH,BSE_EQ|INE575P01011,A,Star Health and Allied Insuran,BSE
BFUTILITIE,BSE_EQ|INE243D01012,Z,BF UTILITIES LTD.,BSE
SURANASOL,BSE_EQ|INE272L01022,B,SURANA SOLAR LTD.,BSE
STARHEALTH,NSE_EQ|INE575P01011,EQ,STAR HEALTH & AL INS CO L,NSE
ESTER,NSE_EQ|INE778B01029,EQ,ESTER INDUSTRIES LTD,NSE
LYPSAGEMS,NSE_EQ|INE142K01011,EQ,LYPSA GEMS & JEWEL LTD,NSE
SIKA,BSE_EQ|INE438E01032,B,SIKA INTERPLANT SYSTEMS LTD.,BSE
EQUITASBNK,BSE_EQ|INE063P01018,A,Equitas Small Finance Bank Lim,BSE
UNICHEMLAB,NSE_EQ|INE351A01035,EQ,UNICHEM LABORATORIES LTD,NSE
JTEKTINDIA,BSE_EQ|INE643A01035,B,JTEKT India Ltd,BSE
PREMEXPLN,NSE_EQ|INE863B01029,EQ,PREMIER EXPLOSIVES LTD,NSE
ZOTA,NSE_EQ|INE358U01012,EQ,ZOTA HEALTH CARE LIMITED,NSE
ACCURACY,BSE_EQ|INE648Z01023,B,Accuracy Shipping Limited,BSE
BORORENEW,NSE_EQ|INE666D01022,EQ,BOROSIL RENEWABLES LTD,NSE
DMCC,NSE_EQ|INE505A01010,EQ,DMCC SPECIALITY CHEMICALS,NSE
DCW,BSE_EQ|INE500A01029,A,DCW LTD.,BSE
GANDHAR,BSE_EQ|INE717W01049,B,Gandhar Oil Refinery (India) L,BSE
SAKAR,NSE_EQ|INE732S01012,EQ,SAKAR HEALTHCARE LIMITED,NSE
CPCAP,BSE_EQ|INE521J01018,B,CP CAPITAL LIMITED,BSE
VENTIVE,BSE_EQ|INE781S01027,B,Ventive Hospitality Limited,BSE
RPEL,NSE_EQ|INE912T01018,EQ,RAGHAV PRODUCTIVITY ENH L,NSE
BEL,BSE_EQ|INE263A01024,A,BHARAT ELECTRONICS LTD.,BSE
TOTAL,NSE_EQ|INE336X01012,EQ,TOTAL TRANSPORT SYS LTD,NSE
PNCINFRA,NSE_EQ|INE195J01029,EQ,PNC INFRATECH LTD.,NSE
EMCURE,BSE_EQ|INE168P01015,A,Emcure Pharmaceuticals Limited,BSE
PRECAM,BSE_EQ|INE484I01029,B,Precision Camshafts Limited,BSE
HOCL,BSE_EQ|INE048A01011,B,HINDUSTAN ORGANIC CHEMICALS LT,BSE
RTNINDIA,NSE_EQ|INE834M01019,EQ,RATTANINDIA ENT LIMITED,NSE
SHRIPISTON,NSE_EQ|INE526E01018,EQ,SHRIRAM PIST. & RING LTD,NSE
JLHL,BSE_EQ|INE682M01012,A,Jupiter Life Line Hospitals Li,BSE
ASTAR,BSE_EQ|INE194D01017,B,ASIAN STAR CO.LTD.,BSE
JHS,NSE_EQ|INE544H01014,EQ,JHS SVEND. LAB. LTD,NSE
DRCSYSTEMS,BSE_EQ|INE03RS01027,B,DRC Systems India Limited,BSE
BILVYAPAR,BSE_EQ|INE071A01013,B,BIL VYAPAR LIMITED,BSE
NHPC,NSE_EQ|INE848E01016,EQ,NHPC LTD,NSE
21STCENMGM,NSE_EQ|INE253B01015,EQ,21ST CENTURY MGMT SERVICE,NSE
RPPINFRA,NSE_EQ|INE324L01013,EQ,R.P.P INFRA PROJECTS LTD,NSE
MANAKSIA,BSE_EQ|INE015D01022,B,MANAKSIA LTD.,BSE
SCILAL,NSE_EQ|INE0PB301013,EQ,SHIPPING CORP OF ILA LTD,NSE
ESTER,BSE_EQ|INE778B01029,B,ESTER INDUSTRIES LTD.,BSE
CEMPRO,NSE_EQ|INE686A01026,EQ,CEMINDIA PROJECTS LIMITED,NSE
STLNETWORK,NSE_EQ|INE1VXE01018,EQ,STL NETWORKS LIMITED,NSE
AAKASH,NSE_EQ|INE087Z01024,EQ,AAKASH EXPLORATION SER L,NSE
ZYDUSWELL,NSE_EQ|INE768C01028,EQ,ZYDUS WELLNESS LIMITED,NSE
EPIGRAL,NSE_EQ|INE071N01016,EQ,EPIGRAL LIMITED,NSE
PALASHSECU,BSE_EQ|INE471W01019,B,Palash Securities Limited,BSE
APEX,BSE_EQ|INE346W01013,B,Apex Frozen Foods Limited,BSE
PREMEXPLN,BSE_EQ|INE863B01029,B,PREMIER EXPLOSIVES LTD.,BSE
DIL,NSE_EQ|INE411Y01011,EQ,DEBOCK INDUSTRIES LIMITED,NSE
APTUS,NSE_EQ|INE852O01025,EQ,APTUS VALUE HSG FIN I LTD,NSE
MPSLTD,NSE_EQ|INE943D01017,EQ,MPS LIMITED,NSE
BHAGYANGR,BSE_EQ|INE458B01036,B,BHAGYANAGAR INDIA LTD.,BSE
TPLPLASTEH,BSE_EQ|INE413G01022,B,TPL PLASTECH LTD.,BSE
ELECTCAST,BSE_EQ|INE086A01029,A,ELECTROSTEEL CASTINGS LTD.,BSE
DCMNVL,BSE_EQ|INE08KP01019,B,DCM NOUVELLE LIMITED,BSE
TIPSFILMS,NSE_EQ|INE0LQS01015,EQ,TIPS FILMS LIMITED,NSE
RATNAVEER,NSE_EQ|INE05CZ01011,EQ,RATNAVEER PRECISION ENG L,NSE
TNTELE,NSE_EQ|INE141D01018,EQ,TAMILNADU TELECOMMUNICATI,NSE
RAMASTEEL,BSE_EQ|INE230R01035,B,Rama Steel Tubes Limited,BSE
SIYSIL,BSE_EQ|INE076B01028,B,SIYARAM SILK MILLS LTD.,BSE
UDS,BSE_EQ|INE851I01011,B,Updater Services Limited,BSE
ATL,NSE_EQ|INE0NN701020,EQ,ALLCARGO TERMINALS LTD,NSE
PFS,NSE_EQ|INE560K01014,EQ,PTC INDIA FIN SERV LTD,NSE
HEG,NSE_EQ|INE545A01024,EQ,HEG LTD,NSE
SCILAL,BSE_EQ|INE0PB301013,B,Shipping Corporation of India ,BSE
AGI,NSE_EQ|INE415A01038,EQ,AGI GREENPAC LIMITED,NSE
SEPC,NSE_EQ|INE964H01014,EQ,SEPC LIMITED,NSE
SANGINITA,NSE_EQ|INE753W01010,EQ,SANGINITA CHEMICALS LTD,NSE
SESHAPAPER,NSE_EQ|INE630A01024,EQ,SESHASAYEE PAPER & BOARDS,NSE
KEI,BSE_EQ|INE878B01027,A,KEI INDUSTRIES LTD.,BSE
ASAL,NSE_EQ|INE900C01027,EQ,AUTOMOTIVE STAMPINGS & AS,NSE
DOLPHIN,BSE_EQ|INE920A01037,B,DOLPHIN OFFSHORE ENTERPRISES (,BSE
MUKKA,BSE_EQ|INE0CG401037,B,Mukka Proteins Limited,BSE
VGUARD,BSE_EQ|INE951I01027,A,V-GUARD INDUSTRIES LTD.,BSE
SABEVENTS,BSE_EQ|INE860T01019,T,Sab Events & Governance Now Me,BSE
SOUTHBANK,BSE_EQ|INE683A01023,A,SOUTH INDIAN BANK LTD.,BSE
BHANDARI,BSE_EQ|INE474E01029,B,BHANDARI HOSIERY EXPORTS LTD.,BSE
AUSOMENT,NSE_EQ|INE218C01016,EQ,AUSOM ENTERPRISE LIMITED,NSE
PAYTM,NSE_EQ|INE982J01020,EQ,ONE 97 COMMUNICATIONS LTD,NSE
INNOVACAP,BSE_EQ|INE0DUT01020,B,INNOVA CAPTAB LIMITED,BSE
VARDMNPOLY,BSE_EQ|INE835A01029,B,VARDHMAN POLYTEX LTD.,BSE
DCW,NSE_EQ|INE500A01029,EQ,DCW LTD,NSE
SADBHAV,BSE_EQ|INE226H01026,B,SADBHAV ENGINEERING LTD.,BSE
TCIEXP,BSE_EQ|INE586V01016,B,TCI Express Limited,BSE
POOJA,BSE_EQ|INE973X01012,B,Poojawestern Metaliks Limited,BSE
VARDMNPOLY,NSE_EQ|INE835A01029,EQ,VARDHMAN POLYTEX LTD.,NSE
DONEAR,BSE_EQ|INE668D01028,B,DONEAR INDUSTRIES LTD.,BSE
HCLTECH,BSE_EQ|INE860A01027,A,HCL TECHNOLOGIES LTD.,BSE
FIBERWEB,BSE_EQ|INE296C01020,B,FIBERWEB (INDIA) LTD.,BSE
GANGESSECU,BSE_EQ|INE335W01016,B,Ganges Securities Ltd.,BSE
LPDC,NSE_EQ|INE197J01017,EQ,LANDMARK PR.DEV.CO.LTD,NSE
PATELRMART,BSE_EQ|INE0R8B01010,B,PATEL RETAIL LIMITED,BSE
CRAFTSMAN,BSE_EQ|INE00LO01017,A,Craftsman Automation Limited,BSE
HONASA,BSE_EQ|INE0J5401028,A,Honasa Consumer Limited,BSE
AXISBANK,BSE_EQ|INE238A01034,A,AXIS BANK LTD.,BSE
RAILTEL,BSE_EQ|INE0DD101019,A,RailTel Corporation of India L,BSE
POLYMED,NSE_EQ|INE205C01021,EQ,POLY MEDICURE LIMITED,NSE
PDMJEPAPER,NSE_EQ|INE865T01018,EQ,PUDUMJEE PAPER PRO. LTD,NSE
TVSSCS,NSE_EQ|INE395N01027,EQ,TVS SUPPLY CHAIN SOL L,NSE
KNRCON,NSE_EQ|INE634I01029,EQ,KNR CONSTRU LTD.,NSE
ACE,BSE_EQ|INE731H01025,A,ACTION CONSTRUCTION EQUIPMENT,BSE
PAGEIND,NSE_EQ|INE761H01022,EQ,PAGE INDUSTRIES LTD,NSE
NDRAUTO,BSE_EQ|INE07OG01012,B,NDR Auto Components Limited,BSE
HCG,BSE_EQ|INE075I01017,A,HealthCare Global Enterprises ,BSE
HEG,BSE_EQ|INE545A01024,A,HEG LTD.,BSE
ZFCVINDIA,NSE_EQ|INE342J01019,EQ,ZF COM VE CTR SYS IND LTD,NSE
BAJAJCON,BSE_EQ|INE933K01021,B,BAJAJ CONSUMER CARE LIMITED,BSE
AUBANK,BSE_EQ|INE949L01017,A,AU Small Finance Bank Limited,BSE
VENTIVE,NSE_EQ|INE781S01027,EQ,VENTIVE HOSPITALITY LTD,NSE
INNOVACAP,NSE_EQ|INE0DUT01020,EQ,INNOVA CAPTAB LIMITED,NSE
BANCOINDIA,BSE_EQ|INE213C01025,A,BANCO PRODUCTS (INDIA) LTD.,BSE
SAATVIKGL,NSE_EQ|INE13B501022,EQ,SAATVIK GREEN ENERGY LTD,NSE
UTTAMSUGAR,BSE_EQ|INE786F01031,B,UTTAM SUGAR MILLS LTD.,BSE
TRU,NSE_EQ|INE615R01029,EQ,TRUCAP FINANCE LIMITED,NSE
GMDCLTD,BSE_EQ|INE131A01031,A,GUJARAT MINERAL DEVELOPMENT CO,BSE
KIOCL,BSE_EQ|INE880L01014,T,KIOCL Limited,BSE
KANPRPLA,NSE_EQ|INE694E01014,EQ,KANPUR PLASTIPACK LIMITED,NSE
INOXGREEN,NSE_EQ|INE510W01014,EQ,INOX GREEN ENERGY SER LTD,NSE
ASTRAMICRO,NSE_EQ|INE386C01029,EQ,ASTRA MICROWAVE LTD,NSE
AARVI,NSE_EQ|INE754X01016,EQ,AARVI ENCON LIMITED,NSE
PICCADIL,BSE_EQ|INE546C01010,B,PICCADILY AGRO INDUSTRIES LTD.,BSE
AKZOINDIA,BSE_EQ|INE133A01011,A,AKZO NOBEL INDIA LIMITED,BSE
WEBELSOLAR,NSE_EQ|INE855C01015,EQ,WEBSOL ENERGY SYSTEM LTD,NSE
SKYGOLD,BSE_EQ|INE01IU01018,B,Sky Gold And Diamonds Limited,BSE
ANMOL,BSE_EQ|INE02AR01019,B,Anmol India Limited,BSE
SMARTWORKS,BSE_EQ|INE0NAZ01010,B,SMARTWORKS COWORKING SPACES LI,BSE
TPHQ,NSE_EQ|INE065J01024,EQ,TEAMO PRODUCTIONS HQ LTD,NSE
FORCEMOT,NSE_EQ|INE451A01017,EQ,FORCE MOTORS LIMITED,NSE
MOTISONS,BSE_EQ|INE0FRK01020,B,Motisons Jewellers Limited,BSE
DENTA,NSE_EQ|INE0R4L01018,EQ,DENTA WATER N INFRA SOL L,NSE
CHENNPETRO,BSE_EQ|INE178A01016,A,CHENNAI PETROLEUM CORPORATION,BSE
LAXMIDENTL,NSE_EQ|INE0WO601020,EQ,LAXMI DENTAL LIMITED,NSE
ASIANTILES,NSE_EQ|INE022I01019,EQ,ASIAN GRANITO IND. LTD.,NSE
JNKINDIA,BSE_EQ|INE0OAF01028,B,JNK India Limited,BSE
TVSMOTOR,NSE_EQ|INE494B01023,EQ,TVS MOTOR COMPANY  LTD,NSE
NGIL,NSE_EQ|INE236Y01012,EQ,NAKODA GROUP OF IND. LTD,NSE
ACL,BSE_EQ|INE666E01020,T,ANDHRA CEMENTS LTD.,BSE
VSTTILLERS,NSE_EQ|INE764D01017,EQ,VST TILLERS TRACTORS LTD,NSE
JKLAKSHMI,NSE_EQ|INE786A01032,EQ,JK LAKSHMI CEMENT LTD,NSE
WILLAMAGOR,BSE_EQ|INE210A01017,B,WILLIAMSON MAGOR & COMPANY LTD,BSE
SRHHYPOLTD,BSE_EQ|INE917H01012,B,SREE RAYALASEEMA HI-STRENGTH H,BSE
DHARMAJ,BSE_EQ|INE00OQ01016,B,Dharmaj Crop Guard Limited,BSE
KFINTECH,BSE_EQ|INE138Y01010,A,KFin Technologies Limited,BSE
REDTAPE,NSE_EQ|INE0LXT01019,EQ,REDTAPE LIMITED,NSE
MOTOGENFIN,NSE_EQ|INE861B01023,EQ,MOTOR & GENERAL FINANCE L,NSE
21STCENMGM,BSE_EQ|INE253B01015,B,TWENTYFIRST CENTURY MANAGEMENT,BSE
GARFIBRES,BSE_EQ|INE276A01018,A,GARWARE TECHNICAL FIBRES LIMIT,BSE
EMAMILTD,BSE_EQ|INE548C01032,A,EMAMI LTD.,BSE
CHEMFAB,BSE_EQ|INE783X01023,B,Chemfab Alkalis Ltd,BSE
CARBORUNIV,BSE_EQ|INE120A01034,A,CARBORUNDUM UNIVERSAL LTD.,BSE
NRAIL,NSE_EQ|INE740D01017,EQ,N R AGARWAL INDS LTD,NSE
GOKEX,NSE_EQ|INE887G01027,EQ,GOKALDAS EXPORTS LTD.,NSE
CARYSIL,BSE_EQ|INE482D01024,B,CARYSIL LIMITED,BSE
WESTLIFE,BSE_EQ|INE274F01020,A,WESTLIFE FOODWORLD LIMITED,BSE
HERITGFOOD,BSE_EQ|INE978A01027,A,HERITAGE FOODS LIMITED,BSE
JUNIPER,BSE_EQ|INE696F01016,B,Juniper Hotels Limited,BSE
TINNARUBR,NSE_EQ|INE015C01016,EQ,TINNA RUBBER AND INFR LTD,NSE
ALLCARGO,BSE_EQ|INE418H01029,T,ALLCARGO LOGISTICS LTD.,BSE
JAMNAAUTO,NSE_EQ|INE039C01032,EQ,JAMNA AUTO IND LTD,NSE
SPANDANA,BSE_EQ|INE572J01011,B,Spandana Sphoorty Financial Li,BSE
TATAELXSI,BSE_EQ|INE670A01012,A,TATA ELXSI LTD.,BSE
KKCL,NSE_EQ|INE401H01017,EQ,KEWAL KIRAN CLOTHING LTD,NSE
RELICAB,BSE_EQ|INE773T01014,B,Relicab Cable Manufacturing Li,BSE
PRAKASH,NSE_EQ|INE603A01013,EQ,PRAKASH INDUSTRIES LTD,NSE
PSPPROJECT,BSE_EQ|INE488V01015,B,PSP Projects Limited,BSE
BATAINDIA,BSE_EQ|INE176A01028,A,BATA INDIA LTD.,BSE
BHAGERIA,NSE_EQ|INE354C01027,EQ,BHAGERIA INDUSTRIES LTD,NSE
GOLDIAM,BSE_EQ|INE025B01025,A,GOLDIAM INTERNATIONAL LTD.,BSE
TI,NSE_EQ|INE133E01013,EQ,TILAKNAGAR INDUSTRIES LTD,NSE
SOMANYCERA,BSE_EQ|INE355A01028,B,SOMANY CERAMICS LTD.,BSE
TBOTEK,NSE_EQ|INE673O01025,EQ,TBO TEK LIMITED,NSE
PARKHOTELS,BSE_EQ|INE988S01028,B,Apeejay Surrendra Park Hotels ,BSE
ARVINDFASN,BSE_EQ|INE955V01021,A,Arvind Fashions Limited,BSE
MARKSANS,BSE_EQ|INE750C01026,A,MARKSANS PHARMA LTD.,BSE
PTCIL,BSE_EQ|INE596F01018,A,PTC Industries Ltd.,BSE
WEALTH,BSE_EQ|INE658T01017,B,Wealth First Portfolio Manager,BSE
TEXINFRA,BSE_EQ|INE435C01024,B,TEXMACO INFRASTRUCTURE & HOLDI,BSE
INDIGO,NSE_EQ|INE646L01027,EQ,INTERGLOBE AVIATION LTD,NSE
UMIYA-MRO,BSE_EQ|INE398B01018,B,UMIYA BUILDCON LIMITED,BSE
HYUNDAI,NSE_EQ|INE0V6F01027,EQ,HYUNDAI MOTOR INDIA LTD,NSE
ALLTIME,BSE_EQ|INE0GV601021,B,ALL TIME PLASTICS LIMITED,BSE
ZYDUSLIFE,NSE_EQ|INE010B01027,EQ,ZYDUS LIFESCIENCES LTD,NSE
PRIMO,BSE_EQ|INE607A01022,B,Primo Chemicals Limited,BSE
SNOWMAN,BSE_EQ|INE734N01019,B,SNOWMAN LOGISTICS LTD,BSE
EXIDEIND,NSE_EQ|INE302A01020,EQ,EXIDE INDUSTRIES LTD,NSE
FLAIR,BSE_EQ|INE00Y201027,B,Flair Writing Industries Limit,BSE
BOROLTD,BSE_EQ|INE02PY01013,B,Borosil Limited,BSE
RIIL,NSE_EQ|INE046A01015,EQ,RELIANCE INDUSTRIAL INFRA,NSE
VASWANI,BSE_EQ|INE590L01019,B,VASWANI INDUSTRIES LTD.,BSE
GULFPETRO,NSE_EQ|INE586G01017,EQ,GP PETROLEUMS LIMITED,NSE
EUREKAFORB,NSE_EQ|INE0KCE01017,EQ,EUREKA FORBES LIMITED,NSE
ALICON,NSE_EQ|INE062D01024,EQ,ALICON CASTALLOY LIMITED,NSE
JUBLINGREA,NSE_EQ|INE0BY001018,EQ,JUBILANT INGREVIA LIMITED,NSE
INTENTECH,BSE_EQ|INE781A01025,T,INTENSE TECHNOLOGIES LTD.,BSE
SHREEJISPG,NSE_EQ|INE1B6101010,EQ,SHREEJI SHIPPING GLOBAL L,NSE
ORCHASP,BSE_EQ|INE215B01022,T,ORCHASP LIMITED,BSE
BANSALWIRE,NSE_EQ|INE0B9K01025,EQ,BANSAL WIRE INDUSTRIES L,NSE
GARMNTMNTR,BSE_EQ|INE653S01028,B,GARMENT MANTRA LIFESTYLE LIMIT,BSE
AURIGROW,NSE_EQ|INE925Y01036,EQ,AURI GROW INDIA LIMITED,NSE
ROLEXRINGS,NSE_EQ|INE645S01024,EQ,ROLEX RINGS LIMITED,NSE
SUNDARAM,NSE_EQ|INE108E01023,EQ,SUNDARAM MULTI PAP LTD,NSE
BEPL,BSE_EQ|INE922A01025,B,BHANSALI ENGINEERING POLYMERS,BSE
NUVOCO,BSE_EQ|INE118D01016,A,Nuvoco Vistas Corporation Limi,BSE
VINDHYATEL,BSE_EQ|INE707A01012,B,VINDHYA TELELINKS LTD.,BSE
PANAMAPET,NSE_EQ|INE305C01029,EQ,PANAMA PETROCHEM LTD,NSE
NIITLTD,NSE_EQ|INE161A01038,EQ,NIIT LIMITED,NSE
MTARTECH,BSE_EQ|INE864I01014,A,MTAR Technologies Limited,BSE
IIFL,BSE_EQ|INE530B01024,A,IIFL FINANCE LIMITED,BSE
OBCL,BSE_EQ|INE426Z01016,B,Orissa Bengal Carrier Limited,BSE
RBZJEWEL,NSE_EQ|INE0PEQ01016,EQ,RBZ JEWELLERS LIMITED,NSE
FLEXITUFF,BSE_EQ|INE060J01017,B,FLEXITUFF VENTURES INTERNATION,BSE
SHYAMMETL,NSE_EQ|INE810G01011,EQ,SHYAM METALICS AND ENGY L,NSE
ATULAUTO,BSE_EQ|INE951D01028,B,ATUL AUTO LTD.,BSE
FEDFINA,BSE_EQ|INE007N01010,B,Fedbank Financial Services Lim,BSE
PQIF,BSE_EQ|INE689M01025,B,Polo Queen Industrial and Fint,BSE
DOMS,BSE_EQ|INE321T01012,A,DOMS Industries Limited,BSE
VALIANTORG,NSE_EQ|INE565V01010,EQ,VALIANT ORGANICS LIMITED,NSE
SJS,BSE_EQ|INE284S01014,A,S.J.S. Enterprises Limited,BSE
ALMONDZ,BSE_EQ|INE326B01035,B,ALMONDZ GLOBAL SECURITIES LTD.,BSE
JPPOWER,NSE_EQ|INE351F01018,EQ,JAIPRAKASH POWER VEN. LTD,NSE
PAISALO,NSE_EQ|INE420C01059,EQ,PAISALO DIGITAL LIMITED,NSE
LOYALTEX,BSE_EQ|INE970D01010,B,LOYAL TEXTILE MILLS LTD.,BSE
EIFFL,NSE_EQ|INE546V01010,EQ,EURO (I) FRESH FOODS LTD,NSE
TTL,BSE_EQ|INE592B01024,B,T T LTD.,BSE
RVTH,NSE_EQ|INE0DAB01012,EQ,REVATHI EQUIPMENT INDIA L,NSE
HNDFDS,BSE_EQ|INE254N01026,B,HINDUSTAN FOODS LTD.,BSE
ZUARIIND,NSE_EQ|INE217A01012,EQ,ZUARI INDUSTRIES LIMITED,NSE
MANKIND,NSE_EQ|INE634S01028,EQ,MANKIND PHARMA LIMITED,NSE
PRUDMOULI,NSE_EQ|INE024D01016,EQ,PRUDENTIAL SUGAR CORPORAT,NSE
WEIZMANIND,NSE_EQ|INE080A01014,EQ,WEIZMANN LTD,NSE
UNITEDTEA,NSE_EQ|INE458F01011,EQ,UNITED NILGIRI TEA LTD,NSE
VARROC,BSE_EQ|INE665L01035,A,Varroc Engineering Limited,BSE
MUKANDLTD,NSE_EQ|INE304A01026,EQ,MUKAND LTD.,NSE
SENCO,NSE_EQ|INE602W01027,EQ,SENCO GOLD LIMITED,NSE
HPL,BSE_EQ|INE495S01016,B,HPL Electric & Power Limited,BSE
TDSL,BSE_EQ|INE773Y01014,T,Tasty Dairy Specialities Limit,BSE
WELCORP,NSE_EQ|INE191B01025,EQ,WELSPUN CORP LIMITED,NSE
BPL,NSE_EQ|INE110A01019,EQ,BPL LTD,NSE
PIRAMALFIN,BSE_EQ|INE202B01038,T,Piramal Finance Limited,BSE
DIGIDRIVE,NSE_EQ|INE0PSC01024,EQ,DIGIDRIVE DISTRIBUTORS L,NSE
SAMBHAAV,BSE_EQ|INE699B01027,B,SAMBHAAV MEDIA LTD.,BSE
GAIL,BSE_EQ|INE129A01019,A,GAIL (INDIA) LTD.,BSE
LOVABLE,NSE_EQ|INE597L01014,EQ,LOVABLE LINGERIE LTD,NSE
ATAM,NSE_EQ|INE09KD01013,EQ,ATAM VALVES LIMITED,NSE
BHARTIARTL,NSE_EQ|INE397D01024,EQ,BHARTI AIRTEL LIMITED,NSE
DMART,NSE_EQ|INE192R01011,EQ,AVENUE SUPERMARTS LIMITED,NSE
SVPGLOB,BSE_EQ|INE308E01029,B,SVP GLOBAL TEXTILES LIMITED,BSE
NAZARA,NSE_EQ|INE418L01047,EQ,NAZARA TECHNOLOGIES LTD,NSE
RCL,BSE_EQ|INE792P01020,Z,Radhagobind Commercial Limited,BSE
DPABHUSHAN,NSE_EQ|INE266Y01019,EQ,D. P. ABHUSHAN LIMITED,NSE
SCHAEFFLER,BSE_EQ|INE513A01022,A,Schaeffler India Limited,BSE
INDOTHAI,BSE_EQ|INE337M01021,T,INDO THAI SECURITIES LTD.,BSE
KRSNAA,BSE_EQ|INE08LI01020,B,Krsnaa Diagnostics Limited,BSE
UBL,NSE_EQ|INE686F01025,EQ,UNITED BREWERIES LTD,NSE
GOKUL,BSE_EQ|INE020J01029,B,GOKUL REFOILS & SOLVENT LTD.,BSE
MEDICAMEQ,NSE_EQ|INE646B01010,EQ,MEDICAMEN BIOTECH LIMITED,NSE
SURAJEST,BSE_EQ|INE843S01025,B,Suraj Estate Developers Limite,BSE
TTFL,BSE_EQ|INE071Y01013,T,Trident Texofab Limited,BSE
JAINREC,NSE_EQ|INE0YD401026,EQ,JAIN RESOURCE RECYCLING L,NSE
MMTC,NSE_EQ|INE123F01029,EQ,MMTC LIMITED,NSE
IDBI,NSE_EQ|INE008A01015,EQ,IDBI BANK LIMITED,NSE
CIPLA,BSE_EQ|INE059A01026,A,CIPLA LTD.,BSE
NRAIL,BSE_EQ|INE740D01017,B,N.R.AGARWAL INDUSTRIES LTD.,BSE
VAIBHAVGBL,NSE_EQ|INE884A01027,EQ,VAIBHAV GLOBAL LIMITED,NSE
HYUNDAI,BSE_EQ|INE0V6F01027,A,HYUNDAI MOTOR INDIA LIMITED,BSE
